ID,PIN,Address,Managing Organization,Property Status,Date of Acquisition,Sq. Ft.,Ward,Community Area Number,Community Area Name,Zoning Classification,Last Update,Latitude,Longitude,Location
16661,20-18-225-024-0000,5836 S WOLCOTT AVE,DPD - Open Space,Owned by City,5/16/06,0,15,67,WEST ENGLEWOOD,M1-1,3/14/24,41.7873693,-87.6720474,"(41.78736932215156, -87.67204737452575)"
16660,20-18-225-023-0000,5834 S WOLCOTT AVE,DPD - Open Space,Owned by City,5/16/06,0,15,67,WEST ENGLEWOOD,M1-1,3/14/24,41.7874379,-87.6720492,"(41.78743791325838, -87.67204918214749)"
16567,20-18-225-022-0000,5830 S WOLCOTT AVE,DPD - Open Space,Owned by City,5/16/06,0,15,67,WEST ENGLEWOOD,M1-1,3/14/24,41.7875051,-87.6720509,"(41.78750511775057, -87.6720509164476)"
23927,25-15-322-027-0000,11038 S EDBROOKE AVE,None,Owned by City,5/17/06,0,9,49,ROSELAND,RT-4,5/8/24,41.6932535,-87.6199047,"(41.69325347585124, -87.61990469979126)"
24019,25-16-104-015-0000,509 W 103RD ST,CBB Round 1,Owned by City,5/17/06,0,21,49,ROSELAND,B3-1,5/8/24,41.7067333,-87.6359788,"(41.70673330715611, -87.63597875111469)"
63109,25-02-406-042-0000,1220 E 93RD ST,None,Owned by City,5/17/06,0,8,47,BURNSIDE,RS-3,5/8/24,41.7261242,-87.5938507,"(41.72612417072398, -87.59385071943208)"
20313,20-29-318-040-0000,1454 W 79TH ST,CBB Round 1,Owned by City,5/17/06,0,17,71,AUBURN GRESHAM,B1-2,5/8/24,41.7506656,-87.6606585,"(41.75066560977663, -87.66065848634358)"
21011,20-20-202-003-0000,1053 W 63RD ST,None,Owned by City,5/17/06,0,16,68,ENGLEWOOD,C1-2,5/8/24,41.7793895,-87.6517128,"(41.77938945823474, -87.65171280473749)"
34680,20-17-425-039-0000,1110 W 63RD ST,DPD - Large Lots,Owned by City,5/19/06,0,16,68,ENGLEWOOD,C1-2,5/8/24,41.7798987,-87.6526381,"(41.77989865903743, -87.65263810641447)"
35887,20-17-424-013-0000,6245 S RACINE AVE,DPD - Large Lots,Owned by City,5/19/06,0,16,68,ENGLEWOOD,C1-1,5/8/24,41.7801262,-87.6541716,"(41.78012617139625, -87.65417161940465)"
36339,20-17-426-009-0000,6223 S ABERDEEN ST,CBB Round 1,Owned by City,5/19/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7807044,-87.6517549,"(41.78070435588977, -87.65175492770334)"
62392,20-17-418-004-0000,1049 W 61ST ST,None,Owned by City,5/19/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7830295,-87.6516465,"(41.7830294710073, -87.65164648669847)"
17057,20-17-407-028-0000,5940 S HALSTED ST,None,Owned by City,5/19/06,0,16,68,ENGLEWOOD,B2-2,5/8/24,41.7857964,-87.6453038,"(41.78579637729943, -87.64530383139571)"
20981,20-22-226-021-0000,6614 S RHODES AVE,None,Owned by City,5/23/06,0,20,42,WOODLAWN,RT-4,5/8/24,41.7743132,-87.6122306,"(41.77431316377027, -87.61223057732326)"
63222,20-22-223-028-0000,6518 S COTTAGE GROVE AVE,None,Owned by City,5/23/06,0,20,42,WOODLAWN,C1-2,5/8/24,41.7760548,-87.6062349,"(41.77605475673706, -87.60623487482518)"
36214,20-17-405-041-0000,5946 S PEORIA ST,None,Sold,5/23/06,0,16,68,ENGLEWOOD,RS-3,3/14/24,41.7856326,-87.647714,"(41.78563257203175, -87.64771397558624)"
35807,20-17-224-031-0000,5807 S RACINE AVE,DPD - Planning,Owned by City,5/23/06,0,16,68,ENGLEWOOD,M1-1,5/20/24,41.7882119,-87.6543752,"(41.78821191963375, -87.65437519372256)"
62401,20-17-219-006-0000,5713 S CARPENTER ST,None,Owned by City,5/23/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7901212,-87.65078,"(41.790121193122566, -87.65078002934354)"
33897,17-34-321-018-0000,21 E 38TH ST,None,Owned by City,5/23/06,0,3,35,DOUGLAS,C1-3,5/8/24,41.8253538,-87.6254551,"(41.8253538189679, -87.6254551147079)"
59033,16-12-416-028-0000,2564 W MAYPOLE AVE,DPD - Business Development,Owned by City,5/30/06,0,27,28,NEAR WEST SIDE,PMD-4,3/14/24,41.8839342,-87.6910292,"(41.883934151174195, -87.69102921619017)"
24914,25-17-328-031-0000,1419 W 110TH ST,None,Owned by City,5/31/06,0,21,75,MORGAN PARK,RS-3,5/8/24,41.6938034,-87.6578402,"(41.693803394031214, -87.65784022370207)"
21259,20-20-227-022-0000,6610 S MORGAN ST,CBB Round 1,Owned by City,5/31/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7738041,-87.6498412,"(41.77380413822882, -87.64984118677967)"
36092,20-20-202-037-0000,6354 S CARPENTER ST,None,Owned by City,5/31/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.778049,-87.6511706,"(41.77804900681972, -87.65117063471006)"
36177,20-17-426-002-0000,6205 S ABERDEEN ST,CBB Round 1,Owned by City,6/6/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7812489,-87.6517689,"(41.78124890537075, -87.65176892282376)"
8634,16-09-419-014-0000,164 N CICERO AVE,CBB Round 1,Owned by City,6/6/06,0,28,25,AUSTIN,B3-2,5/8/24,41.8837994,-87.7457521,"(41.88379942775855, -87.74575214902048)"
62934,20-17-105-013-0000,5527 S ADA ST,DPD - Large Lots,Owned by City,6/8/06,0,16,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7928993,-87.6581426,"(41.79289932986754, -87.65814262050533)"
34572,20-08-404-012-0000,931 W 51ST ST,None,Owned by City,6/8/06,0,20,61,NEW CITY,RT-4,5/8/24,41.8012738,-87.6490305,"(41.80127379185952, -87.64903052644763)"
11672,16-13-107-028-0000,3060 W FIFTH AVE,None,Owned by City,6/11/06,0,28,27,EAST GARFIELD PARK,RM-5,5/8/24,41.879261,-87.7034033,"(41.87926097649925, -87.70340325814334)"
38061,26-06-419-007-0000,9355 S BALTIMORE AVE,None,Owned by City,6/19/06,0,10,46,SOUTH CHICAGO,M1-2,5/8/24,41.7249278,-87.5480348,"(41.72492782354836, -87.54803477449339)"
19456,20-26-105-004-0000,7113 S GREENWOOD AVE,None,Sold,6/22/06,4166,5,69,GREATER GRAND CROSSING,RS-3,3/14/24,41.765497,-87.5979124,"(41.76549703224526, -87.59791244939204)"
34007,25-21-401-006-0000,309 W 115TH ST,None,Owned by City,6/26/06,0,21,53,WEST PULLMAN,RS-3,5/8/24,41.6849638,-87.6305431,"(41.684963822742944, -87.63054310555052)"
36635,20-07-409-047-0000,5258 S WOLCOTT AVE,None,Owned by City,6/27/06,0,16,61,NEW CITY,RS-3,5/8/24,41.7977439,-87.6723332,"(41.79774391695787, -87.67233319693678)"
14878,20-07-410-033-0000,5228 S HONORE ST,CBB Round 1,Owned by City,6/27/06,0,16,61,NEW CITY,RS-3,5/8/24,41.7985651,-87.6711405,"(41.79856508276447, -87.67114051730276)"
14663,20-07-404-001-0000,1757 W 51ST ST,None,Owned by City,6/27/06,0,16,61,NEW CITY,B3-1,5/8/24,41.8010175,-87.6694743,"(41.80101754659301, -87.66947429740584)"
35113,16-10-406-017-0000,4119 W CARROLL AVE,None,Owned by City,7/2/06,0,28,26,WEST GARFIELD PARK,RS-3,5/8/24,41.8864749,-87.7291083,"(41.886474916996804, -87.72910830239253)"
35288,16-10-407-004-0000,4051 W CARROLL AVE,None,Owned by City,7/2/06,0,28,26,WEST GARFIELD PARK,RS-3,5/8/24,41.8864872,-87.7278328,"(41.886487166448546, -87.72783277126072)"
8811,16-10-406-008-0000,4141 W CARROLL AVE,None,Owned by City,7/2/06,0,28,26,WEST GARFIELD PARK,RS-3,5/8/24,41.886494,-87.7299353,"(41.886493989380305, -87.729935343757)"
37720,20-35-117-026-0000,8156 S ELLIS AVE,None,Owned by City,7/3/06,0,8,44,CHATHAM,RT-4,5/8/24,41.7460907,-87.6005376,"(41.74609074368107, -87.60053758463786)"
20233,20-29-315-016-0000,7749 S ADA ST,None,Owned by City,7/3/06,5340,17,71,AUBURN GRESHAM,RS-3,5/8/24,41.7526504,-87.6565758,"(41.75265039413257, -87.65657577087237)"
51323,20-29-306-016-0000,7645 S BISHOP ST,DPD - Real Estate,Owned by City,7/3/06,0,17,71,AUBURN GRESHAM,RS-3,5/13/24,41.7544978,-87.6599648,"(41.754497823308405, -87.65996476197567)"
24764,25-17-309-012-0000,10826 S BISHOP ST,None,Owned by City,7/5/06,0,21,75,MORGAN PARK,RS-3,5/8/24,41.696698,-87.6591597,"(41.69669797817955, -87.6591597119485)"
19747,21-31-224-023-0000,8106 S BRANDON AVE,None,Owned by City,7/5/06,0,7,46,SOUTH CHICAGO,RS-3,5/8/24,41.7480945,-87.5471125,"(41.74809450785208, -87.54711254033593)"
19619,20-26-121-015-0000,7339 S GREENWOOD AVE,None,Sold,7/5/06,3145,5,69,GREATER GRAND CROSSING,RS-3,4/26/24,41.7611251,-87.5978045,"(41.76112511803618, -87.5978045348861)"
62382,20-21-421-003-0000,7027 S PRINCETON AVE,DPD Open Space,Owned by City,7/5/06,0,6,69,GREATER GRAND CROSSING,RT-4,5/8/24,41.7661441,-87.6318704,"(41.76614410888691, -87.63187042112692)"
62236,20-20-306-012-0000,6726 S THROOP ST,None,Owned by City,7/5/06,0,17,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7714887,-87.657067,"(41.77148865942196, -87.65706695551013)"
36206,20-22-300-027-0000,6736 S WABASH AVE,None,Owned by City,7/5/06,0,6,69,GREATER GRAND CROSSING,RS-3,5/8/24,41.7716311,-87.6239459,"(41.77163112792513, -87.62394593745928)"
61903,20-23-115-029-0000,6528 S ELLIS AVE,None,Owned by City,7/5/06,0,20,42,WOODLAWN,RT-4,5/8/24,41.7758161,-87.6013102,"(41.7758161132783, -87.60131021481526)"
17726,20-17-226-038-0000,1040 W 59TH ST,None,Owned by City,7/5/06,0,16,68,ENGLEWOOD,B3-1,5/8/24,41.7871939,-87.6515236,"(41.78719391396756, -87.65152364573663)"
36672,20-07-416-025-0000,5304 S WINCHESTER AVE,None,Owned by City,7/5/06,0,16,61,NEW CITY,RS-3,5/8/24,41.7973475,-87.673522,"(41.79734749663323, -87.67352202952837)"
62924,20-17-408-035-0000,6038 S MAY ST,DPD - Large Lots,Owned by City,7/6/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7839094,-87.6537488,"(41.78390939610548, -87.65374879438363)"
63294,20-20-210-039-0000,6444 S CARPENTER ST,None,Owned by City,7/11/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7764772,-87.6511293,"(41.77647717380991, -87.65112933144859)"
34682,20-20-201-006-0000,1113 W 63RD ST,CBB Round 1,Owned by City,7/11/06,0,16,68,ENGLEWOOD,C1-2,5/8/24,41.7793763,-87.6526397,"(41.77937626919997, -87.65263972111644)"
58691,16-22-406-039-0000,4043 W 16TH ST,CBB Round 1,Owned by City,7/11/06,0,24,29,NORTH LAWNDALE,B3-2,5/8/24,41.8585915,-87.7266767,"(41.85859153177488, -87.72667669667642)"
9924,16-16-221-078-0000,520 S CICERO AVE,DPD - Open Space,Owned by City,7/11/06,0,29,25,AUSTIN,B3-2,5/8/24,41.873391,-87.7453682,"(41.87339099166719, -87.74536815622633)"
21332,20-20-304-010-0000,6715 S LOOMIS BLVD,None,Owned by City,7/13/06,0,17,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7717541,-87.6588072,"(41.77175414932222, -87.65880716511134)"
20421,20-20-406-025-0000,6708 S GREEN ST,None,Sold,7/13/06,0,16,68,ENGLEWOOD,RS-3,5/1/24,41.7721093,-87.6461588,"(41.77210928995484, -87.64615876110707)"
34621,20-20-226-045-0000,1032 W MARQUETTE RD,None,Owned by City,7/13/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7726428,-87.6509046,"(41.77264276288719, -87.650904626754)"
14884,20-07-412-012-0000,5229 S WOOD ST,DPD - Large Lots,Owned by City,7/13/06,3140,16,61,NEW CITY,RS-3,5/8/24,41.7985796,-87.6692236,"(41.798579582255826, -87.66922362864574)"
17131,20-17-114-001-0000,5601 S THROOP ST,None,Owned by City,7/14/06,0,16,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7921958,-87.6569093,"(41.79219582053395, -87.65690926782175)"
37721,20-35-117-027-0000,8158 S ELLIS AVE,None,Owned by City,7/17/06,0,8,44,CHATHAM,RT-4,5/8/24,41.7459867,-87.6005337,"(41.74598672394369, -87.60053374071222)"
37953,20-26-319-006-0000,7817 S DREXEL AVE,None,Owned by City,7/17/06,0,8,69,GREATER GRAND CROSSING,RS-3,5/8/24,41.7526001,-87.6024373,"(41.752600138182856, -87.60243726408832)"
19454,20-26-104-042-0000,7154 S GREENWOOD AVE,None,Sold,7/17/06,2211,5,69,GREATER GRAND CROSSING,RS-3,3/14/24,41.7643449,-87.5984688,"(41.764344938244015, -87.59846884311307)"
17480,20-17-425-030-0000,6236 S ABERDEEN ST,None,Owned by City,7/17/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.780371,-87.6524455,"(41.78037103942609, -87.65244546569068)"
36128,20-17-418-044-0000,6158 S CARPENTER ST,None,Owned by City,7/17/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7815811,-87.6512627,"(41.78158114657331, -87.65126272296327)"
17138,20-17-115-043-0000,5648 S RACINE AVE,None,Sold,7/17/06,0,16,67,WEST ENGLEWOOD,B1-1,3/14/24,41.7909188,-87.6551454,"(41.79091876897971, -87.65514535681432)"
61557,20-07-305-045-0000,2060 W 52ND ST,None,Owned by City,7/17/06,6177,16,61,NEW CITY,RS-3,5/8/24,41.799186,-87.6769128,"(41.79918598553715, -87.67691281346622)"
36907,20-07-305-010-0000,5158 S HOYNE AVE,None,Owned by City,7/17/06,0,16,61,NEW CITY,RS-3,5/8/24,41.7995047,-87.6772133,"(41.79950468000471, -87.67721332107904)"
14811,20-07-406-014-0000,5135 S PAULINA ST,DPD - Large Lots,Sold,7/17/06,0,16,61,NEW CITY,RS-3,5/15/24,41.8002847,-87.6668372,"(41.80028467014099, -87.66683722005612)"
62769,25-16-428-014-0000,213 W 110TH PL,None,Owned by City,7/18/06,0,9,49,ROSELAND,RS-3,5/8/24,41.6931718,-87.6287094,"(41.69317176287505, -87.62870942015017)"
34837,25-17-313-024-0000,1348 W 109TH ST,None,Owned by City,7/18/06,0,21,75,MORGAN PARK,RS-3,5/8/24,41.6960895,-87.6566008,"(41.69608949537481, -87.65660084786319)"
24765,25-17-309-013-0000,10840 S BISHOP ST,None,Owned by City,7/18/06,0,21,75,MORGAN PARK,RS-3,5/8/24,41.696379,-87.6592193,"(41.69637901497576, -87.65921928275623)"
37553,25-19-406-016-0000,11612 S WATKINS AVE,DPD - Large Lots,Owned by City,7/20/06,0,21,75,MORGAN PARK,RS-2,5/8/24,41.6827461,-87.6678948,"(41.68274609314468, -87.66789481277061)"
37959,25-19-209-026-0000,11228 S HERMOSA AVE,None,Owned by City,7/20/06,0,19,75,MORGAN PARK,RS-2,5/8/24,41.689445,-87.6684968,"(41.68944503663516, -87.66849676101326)"
37853,21-31-412-010-0000,8438 S COMMERCIAL AVE,DPD Open Space,Owned by City,7/20/06,0,10,46,SOUTH CHICAGO,B3-2,5/8/24,41.7421482,-87.5516682,"(41.74214824167744, -87.55166822079234)"
20166,20-35-118-029-0000,8136 S DOBSON AVE,None,Owned by City,7/20/06,0,8,44,CHATHAM,C1-2,5/8/24,41.7464616,-87.5993328,"(41.746461550694725, -87.59933280307258)"
37718,21-31-220-003-0000,8147 S EXCHANGE AVE,None,Owned by City,7/20/06,0,7,46,SOUTH CHICAGO,C1-2,5/8/24,41.7469292,-87.5524286,"(41.7469292250161, -87.55242860833738)"
38073,21-31-218-010-0000,8117 S ESCANABA AVE,None,Owned by City,7/20/06,0,7,46,SOUTH CHICAGO,RS-3,5/8/24,41.7477264,-87.5536897,"(41.74772642020793, -87.55368974395877)"
36359,20-20-209-016-0000,6443 S MAY ST,CBB Round 1,Owned by City,7/21/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7765224,-87.6528592,"(41.776522370287, -87.65285920975242)"
23856,25-20-102-040-0000,1428 W 112TH ST,DOH,Owned by City,7/24/06,0,21,75,MORGAN PARK,RS-2,5/8/24,41.6906583,-87.6581992,"(41.69065827461174, -87.65819923954078)"
50968,25-16-428-031-0000,226 W 111TH ST,None,Owned by City,7/25/06,0,9,49,ROSELAND,RS-3,5/8/24,41.6927802,-87.6290576,"(41.69278018465962, -87.6290576290129)"
62445,25-16-429-014-0000,105 W 110TH PL,None,Sold,7/25/06,0,9,49,ROSELAND,RS-3,5/1/24,41.6931848,-87.6261398,"(41.693184849955585, -87.62613979172713)"
61541,25-16-430-017-0000,11038 S STATE ST,None,Owned by City,7/25/06,4575,9,49,ROSELAND,RS-3,5/8/24,41.6932454,-87.6234675,"(41.69324540776039, -87.62346753527342)"
63278,25-17-113-049-0000,10553 S CHURCH ST,None,Owned by City,7/25/06,0,19,72,BEVERLY,RS-2,5/8/24,41.7014369,-87.659424,"(41.70143685352986, -87.65942396131571)"
37310,25-16-500-007-0000,348 W 105TH ST,None,Owned by City,7/25/06,0,21,49,ROSELAND,RS-2,5/8/24,41.7035155,-87.6325867,"(41.70351547380887, -87.63258666067635)"
22453,26-06-220-014-0000,8937 S BRANDON AVE,None,Owned by City,7/25/06,0,10,46,SOUTH CHICAGO,RT-4,5/8/24,41.7326671,-87.5466336,"(41.73266710982002, -87.54663361412928)"
17663,20-15-305-004-0000,5905 S CALUMET AVE,None,Owned by City,7/25/06,0,20,40,WASHINGTON PARK,RM-5,5/8/24,41.7872399,-87.6169373,"(41.78723986065247, -87.61693729529321)"
35742,20-17-221-012-0000,5735 S SANGAMON ST,None,Owned by City,7/25/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7895324,-87.648326,"(41.78953242563583, -87.64832597356587)"
35717,20-17-222-003-0000,5709 S PEORIA ST,None,Owned by City,7/25/06,3906,16,68,ENGLEWOOD,RS-3,5/8/24,41.7902864,-87.6471341,"(41.79028644137822, -87.64713408275239)"
36790,20-07-417-046-0000,5352 S WOLCOTT AVE,None,Owned by City,7/25/06,0,16,61,NEW CITY,RS-3,5/8/24,41.7960634,-87.6722873,"(41.79606337043725, -87.67228729418811)"
14944,20-07-418-005-0000,5313 S WOLCOTT AVE,None,Owned by City,7/25/06,0,16,61,NEW CITY,RS-3,5/8/24,41.797165,-87.6716172,"(41.79716504665683, -87.67161715076372)"
37751,20-26-404-018-0000,7526 S BLACKSTONE AVE,CBB Round 1,Owned by City,8/2/06,0,8,43,SOUTH SHORE,RS-3,5/8/24,41.7579018,-87.5886982,"(41.757901789217584, -87.58869815158583)"
62760,20-26-403-042-0000,7510 S DANTE AVE,CBB Round 1,Owned by City,8/2/06,0,8,43,SOUTH SHORE,B3-2,5/8/24,41.7583318,-87.5897582,"(41.758331756424305, -87.58975821886182)"
20201,20-27-215-038-0000,7258 S COTTAGE GROVE AVE,None,Owned by City,8/2/06,0,6,69,GREATER GRAND CROSSING,C1-2,5/8/24,41.7623816,-87.6058641,"(41.762381646004116, -87.60586414103017)"
17350,20-17-128-015-0000,1342 W 59TH ST,None,Owned by City,8/2/06,0,16,67,WEST ENGLEWOOD,M1-1,5/8/24,41.7871031,-87.6588398,"(41.78710307224019, -87.65883982016412)"
17448,20-17-128-017-0000,1336 W 59TH ST,None,Owned by City,8/2/06,0,16,67,WEST ENGLEWOOD,C2-1,5/8/24,41.7871056,-87.6586565,"(41.78710561727507, -87.6586564545711)"
62931,20-17-211-019-0000,1024 W 57TH ST,None,Owned by City,8/2/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7907942,-87.6509818,"(41.790794167470665, -87.65098176185576)"
36527,20-17-213-001-0000,5601 S SANGAMON ST,DPD - Large Lots,Owned by City,8/2/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7923088,-87.6483979,"(41.792308756404644, -87.64839792293314)"
37962,25-19-218-001-0000,11301 S VINCENNES AVE,DPD - Large Lots,Owned by City,8/8/06,0,21,75,MORGAN PARK,RS-2,5/8/24,41.6881415,-87.6653345,"(41.6881415360692, -87.66533448555091)"
24630,25-17-113-014-0000,10538 S VINCENNES AVE,None,Sold,8/8/06,2402,19,72,BEVERLY,C1-1,3/14/24,41.7019652,-87.6581097,"(41.7019651736755, -87.65810968232259)"
20082,20-33-308-007-0000,8500 S GIVINS CT,None,Owned by City,8/8/06,0,21,71,AUBURN GRESHAM,RS-3,5/8/24,41.7394344,-87.6432679,"(41.73943444752953, -87.64326788663418)"
35973,20-20-203-010-0000,6323 S CARPENTER ST,None,Owned by City,8/8/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.778951,-87.650493,"(41.77895096550774, -87.65049299744813)"
35398,16-23-420-020-0000,1957 S CHRISTIANA AVE,DOH,Owned by City,8/8/06,0,24,29,NORTH LAWNDALE,RT-4,5/8/24,41.8537563,-87.7086139,"(41.85375629440092, -87.70861393709356)"
35393,16-23-422-036-0000,1950 S KEDZIE AVE,None,Owned by City,8/8/06,0,24,29,NORTH LAWNDALE,B3-2,5/8/24,41.8539886,-87.7056658,"(41.85398863163003, -87.70566579976422)"
62293,25-19-210-021-0000,11220 S CHURCH ST,None,Owned by City,8/9/06,0,19,75,MORGAN PARK,RS-2,5/8/24,41.6898976,-87.6667152,"(41.68989758975191, -87.66671520650354)"
38019,25-18-416-002-0000,11008 S ASHLAND AVE,None,Owned by City,8/9/06,0,21,75,MORGAN PARK,RS-3,5/8/24,41.6935408,-87.6620921,"(41.693540759619935, -87.66209206724008)"
62438,20-16-402-006-0000,337 W 59TH PL,None,Owned by City,8/9/06,0,20,68,ENGLEWOOD,RS-3,5/8/24,41.7860349,-87.6342791,"(41.78603490490703, -87.63427911525503)"
17705,20-17-220-002-0000,5705 S MORGAN ST,None,Owned by City,8/9/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7903333,-87.6495654,"(41.790333348191226, -87.6495653621274)"
17349,20-17-128-014-0000,1346 W 59TH ST,None,Owned by City,8/10/06,0,16,67,WEST ENGLEWOOD,M1-1,5/8/24,41.7871018,-87.6589315,"(41.787101804604454, -87.65893150323778)"
51092,20-17-123-044-0000,5756 S RACINE AVE,None,Owned by City,8/10/06,0,16,67,WEST ENGLEWOOD,B1-1,5/8/24,41.7888926,-87.6550922,"(41.78889256668908, -87.65509222089706)"
7611,13-26-217-061-0000,2854 N DAWSON AVE,Other,Owned by City,8/10/06,0,35,21,AVONDALE,RS-3,3/14/24,41.9340185,-87.7125235,"(41.93401847009277, -87.71252346280696)"
35471,13-26-217-060-0000,2846 N DAWSON AVE,Other,Owned by City,8/10/06,0,35,21,AVONDALE,RS-3,3/14/24,41.9340185,-87.7125235,"(41.93401847009277, -87.71252346280696)"
51198,13-36-112-014-0000,2164 N CALIFORNIA AVE,AIS,Owned by City,8/21/06,0,1,22,LOGAN SQUARE,B3-1,3/14/24,41.9208216,-87.6977367,"(41.920821624524, -87.69773670737155)"
37964,25-19-222-006-0000,11312 S HOMEWOOD AVE,None,Owned by City,8/22/06,0,19,75,MORGAN PARK,RS-3,5/8/24,41.6873977,-87.6706746,"(41.687397725057735, -87.67067462438702)"
35320,20-19-421-007-0000,1709 W 69TH ST,None,Owned by City,8/29/06,0,17,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7682525,-87.6668101,"(41.768252548238955, -87.6668100826835)"
63274,25-19-225-021-0000,11475 S CHURCH ST,None,Owned by City,8/31/06,0,19,75,MORGAN PARK,RS-2,5/8/24,41.6850179,-87.6686373,"(41.68501793811881, -87.66863733598144)"
50716,26-06-220-001-0000,8927 S BRANDON AVE,None,Owned by City,9/5/06,0,10,46,SOUTH CHICAGO,RT-4,5/8/24,41.733601,-87.5466566,"(41.7336009758476, -87.5466565768674)"
16542,20-17-320-047-0000,6156 S ADA ST,None,Owned by City,9/5/06,0,16,67,WEST ENGLEWOOD,RT-4,5/8/24,41.7815274,-87.6585953,"(41.7815273516074, -87.65859530467445)"
62729,20-17-301-004-0000,1517 W 59TH ST,DPD - Real Estate,Owned by City,9/5/06,0,16,67,WEST ENGLEWOOD,B3-1,5/8/24,41.7865137,-87.662726,"(41.78651370894084, -87.66272600820908)"
24537,25-16-427-006-0000,333 W 110TH PL,None,Owned by City,9/7/06,0,21,49,ROSELAND,RS-3,5/8/24,41.6931369,-87.6316843,"(41.693136883792306, -87.63168433124046)"
34708,25-17-330-046-0000,1222 W 110TH PL,None,Owned by City,9/7/06,0,21,75,MORGAN PARK,RS-3,5/8/24,41.6933994,-87.6531143,"(41.69339942682771, -87.65311426012997)"
34728,25-17-330-009-0000,1235 W 110TH ST,None,Owned by City,9/7/06,0,21,75,MORGAN PARK,RS-3,5/8/24,41.6937802,-87.6536986,"(41.69378021102831, -87.65369864661623)"
34409,20-33-300-015-0000,729 W 83RD ST,None,Owned by City,9/7/06,0,21,71,AUBURN GRESHAM,M1-2,5/8/24,41.7427523,-87.642834,"(41.742752296370824, -87.64283402273226)"
38089,20-33-121-051-0000,501 W 81ST PL,None,Owned by City,9/7/06,0,6,44,CHATHAM,RS-3,5/8/24,41.7459876,-87.6367606,"(41.74598762774706, -87.63676063606776)"
61578,20-20-408-030-0000,6826 S MAY ST,None,Owned by City,9/7/06,3123,16,68,ENGLEWOOD,RS-3,5/8/24,41.7697225,-87.6533792,"(41.76972251582137, -87.65337920974594)"
36186,20-20-209-005-0000,6415 S MAY ST,CBB Round 1,Owned by City,9/7/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7772772,-87.6528791,"(41.77727718544921, -87.65287913013232)"
36030,20-20-202-032-0000,6338 S CARPENTER ST,None,Owned by City,9/7/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7784607,-87.6511815,"(41.778460733599495, -87.65118150571406)"
21016,20-20-202-040-0000,6323 S ABERDEEN ST,None,Owned by City,9/7/06,0,16,68,ENGLEWOOD,RS-3,5/8/24,41.7790011,-87.6517986,"(41.779001136154434, -87.65179864690359)"
62408,20-17-109-027-0000,5610 S LAFLIN ST,None,Owned by City,9/7/06,0,16,67,WEST ENGLEWOOD,RS-3,5/8/24,41.7917716,-87.6624479,"(41.791771592407294, -87.66244786286977)"
37387,25-28-126-013-0000,12241 S UNION AVE,DPD - Real Estate,Owned by City,9/8/06,0,21,53,WEST PULLMAN,RS-3,5/20/24,41.6712145,-87.6389358,"(41.67121452055632, -87.63893579336091)"
37374,25-28-128-014-0000,12239 S WALLACE ST,None,Owned by City,9/8/06,0,21,53,WEST PULLMAN,RS-3,5/8/24,41.6712565,-87.6365368,"(41.67125648011948, -87.63653680144554)"
62443,25-21-300-026-0000,720 W 116TH ST,None,Owned by City,9/8/06,0,21,53,WEST PULLMAN,RS-2,5/8/24,41.6843207,-87.6405589,"(41.684320699075386, -87.64055887661783)"
37961,25-20-215-030-0000,11256 S CARPENTER ST,None,Owned by City,9/8/06,0,21,75,MORGAN PARK,RT-3.5,5/8/24,41.6887884,-87.6486997,"(41.688788371877294, -87.64869966598667)"
35284,16-22-229-043-0000,4048 W 16TH ST,DPD - Large Lots,Owned by City,9/8/06,0,24,29,NORTH LAWNDALE,B3-2,5/8/24,41.8590789,-87.7269057,"(41.85907888419563, -87.72690574519936)"
34145,25-03-404-018-0000,448 E 92ND ST,None,Owned by City,9/11/06,0,8,44,CHATHAM,RS-2,5/8/24,41.7276636,-87.6123519,"(41.727663553156425, -87.61235194243726)"
12578,17-08-332-005-0000,1519 W WARREN BLVD,None,Sold,9/12/06,9472,27,28,NEAR WEST SIDE,B2-3,3/14/24,41.8821299,-87.666154,"(41.88212988198139, -87.66615401792298)"
